date,home_team,away_team,home_score,away_score,key,Home_tries,Away_tries,Home_conv,Away_conv,Home_conv_att,Away_conv_att,Home_pg,Away_pg,Home_pg_att,Away_pg_att,Home_dg,Away_dg,Home_dg_att,Away_dg_att,date_2
16.03. 16:45,Ireland,Scotland,17,13,https://www.flashscore.com/match/GpC04jQG/#/match-summary,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2024-03-16
16.03. 14:15,Wales,Italy,21,24,https://www.flashscore.com/match/xfDd5WAA/#/match-summary,3.0,2.0,3.0,1.0,3.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2024-03-16
10.03. 15:00,Wales,France,24,45,https://www.flashscore.com/match/KIIi6Ce4/#/match-summary,3.0,5.0,3.0,4.0,3.0,5.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,2024-03-10
09.03. 16:45,England,Ireland,23,22,https://www.flashscore.com/match/tSJm7htb/#/match-summary,3.0,2.0,1.0,0.0,3.0,2.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,2024-03-09
09.03. 14:15,Italy,Scotland,31,29,https://www.flashscore.com/match/n5Kq8YQi/#/match-summary,3.0,4.0,2.0,3.0,3.0,4.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2024-03-09
25.02. 15:00,France,Italy,13,13,https://www.flashscore.com/match/Y1Gu9EBo/#/match-summary,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2024-02-25
24.02. 16:45,Scotland,England,30,21,https://www.flashscore.com/match/WdxcpVYp/#/match-summary,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,2024-02-24
24.02. 14:15,Ireland,Wales,31,7,https://www.flashscore.com/match/UmjVlBQT/#/match-summary,4.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-02-24
11.02. 15:00,Ireland,Italy,36,0,https://www.flashscore.com/match/zDySkiBN/#/match-summary,6.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-11
10.02. 16:45,England,Wales,16,14,https://www.flashscore.com/match/dMxOjXeH/#/match-summary,2.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2024-02-10
10.02. 14:15,Scotland,France,16,20,https://www.flashscore.com/match/EcmJiDtB/#/match-summary,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,2024-02-10
03.02. 16:45,Wales,Scotland,26,27,https://www.flashscore.com/match/0fqFhgR4/#/match-summary,4.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2024-02-03
03.02. 14:15,Italy,England,24,27,https://www.flashscore.com/match/6XqBgZBb/#/match-summary,3.0,2.0,3.0,1.0,3.0,1.0,1.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,2024-02-03
02.02. 20:00,France,Ireland,17,38,https://www.flashscore.com/match/Sto7fFdh/#/match-summary,2.0,5.0,2.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2024-02-02
28.09. 16:00,South Africa,Argentina,48,7,https://www.flashscore.com/match/O8SxhIp8/#/match-summary,7.0,1.0,5.0,1.0,7.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2024-09-28
28.09. 08:05,New Zealand,Australia,33,13,https://www.flashscore.com/match/A5veTY77/#/match-summary,5.0,1.0,4.0,1.0,5.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2024-09-28
21.09. 22:00,Argentina,South Africa,29,28,https://www.flashscore.com/match/WEuiUEh1/#/match-summary,4.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,2024-09-21
21.09. 06:45,Australia,New Zealand,28,31,https://www.flashscore.com/match/EwonVfwe/#/match-summary,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2024-09-21
07.09. 20:00,Argentina,Australia,67,27,https://www.flashscore.com/match/zmnrWzOl/#/match-summary,9.0,3.0,8.0,3.0,9.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2024-09-07
07.09. 16:00,South Africa,New Zealand,18,12,https://www.flashscore.com/match/tQnvXG8r/#/match-summary,2.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0,3.0,7.0,0.0,0.0,1.0,0.0,2024-09-07
31.08. 23:00,Argentina,Australia,19,20,https://www.flashscore.com/match/UmKAlqvG/#/match-summary,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,2024-08-31
31.08. 16:00,South Africa,New Zealand,31,27,https://www.flashscore.com/match/nPU5kPO9/#/match-summary,3.0,4.0,2.0,2.0,3.0,4.0,4.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,2024-08-31
17.08. 10:45,Australia,South Africa,12,30,https://www.flashscore.com/match/8YV1j593/#/match-summary,0.0,4.0,0.0,2.0,0.0,4.0,4.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,2024-08-17
17.08. 08:05,New Zealand,Argentina,42,10,https://www.flashscore.com/match/EcHbiofc/#/match-summary,6.0,1.0,6.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2024-08-17
10.08. 08:05,New Zealand,Argentina,30,38,https://www.flashscore.com/match/WYiEqZzi/#/match-summary,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,2024-08-10
10.08. 05:30,Australia,South Africa,7,33,https://www.flashscore.com/match/z7IfhRvi/#/match-summary,1.0,5.0,1.0,4.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2024-08-10
28.10. 20:00,New Zealand,South Africa,11,12,https://www.flashscore.com/match/OMwZICPP/#/match-summary,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,2023-10-28
27.10. 20:00,Argentina,England,23,26,https://www.flashscore.com/match/t2Q0EWXt/#/match-summary,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2023-10-27
21.10. 20:00,England,South Africa,15,16,https://www.flashscore.com/match/8rXhf5GA/#/match-summary,0.0,1.0,0.0,1.0,0.0,1.0,4.0,3.0,4.0,3.0,1.0,0.0,1.0,0.0,2023-10-21
20.10. 20:00,Argentina,New Zealand,6,44,https://www.flashscore.com/match/zHoqMSei/#/match-summary,0.0,7.0,0.0,3.0,0.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2023-10-20
15.10. 20:00,France,South Africa,28,29,https://www.flashscore.com/match/6mOxLYKo/#/match-summary,3.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2023-10-15
15.10. 16:00,England,Fiji,30,24,https://www.flashscore.com/match/b70LV1Pj/#/match-summary,2.0,3.0,1.0,3.0,2.0,3.0,5.0,1.0,6.0,4.0,1.0,0.0,1.0,0.0,2023-10-15
14.10. 20:00,Ireland,New Zealand,24,28,https://www.flashscore.com/match/pvNtKhzh/#/match-summary,3.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,2023-10-14
14.10. 16:00,Wales,Argentina,17,29,https://www.flashscore.com/match/I5EoEbx5/#/match-summary,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,2023-10-14
08.10. 20:00,Fiji,Portugal,23,24,https://www.flashscore.com/match/44cOyXaS/#/match-summary,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2023-10-08
08.10. 16:45,Tonga,Romania,45,24,https://www.flashscore.com/match/MqYLQCsk/#/match-summary,7.0,3.0,5.0,3.0,7.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2023-10-08
08.10. 12:00,Japan,Argentina,27,39,https://www.flashscore.com/match/fclGEsij/#/match-summary,3.0,5.0,3.0,4.0,3.0,5.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,2023-10-08
07.10. 20:00,Ireland,Scotland,36,14,https://www.flashscore.com/match/xt8qK3TS/#/match-summary,6.0,2.0,3.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-07
07.10. 16:45,England,Samoa,18,17,https://www.flashscore.com/match/rJ8uLqEM/#/match-summary,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2023-10-07
07.10. 14:00,Wales,Georgia,43,19,https://www.flashscore.com/match/fLOosLSR/#/match-summary,6.0,3.0,5.0,2.0,6.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2023-10-07
06.10. 20:00,France,Italy,60,7,https://www.flashscore.com/match/4S9yMPbG/#/match-summary,8.0,1.0,7.0,1.0,7.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2023-10-06
05.10. 20:00,New Zealand,Uruguay,73,0,https://www.flashscore.com/match/AXvrE1Qb/#/match-summary,11.0,0.0,9.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-05
01.10. 20:00,South Africa,Tonga,49,18,https://www.flashscore.com/match/SMYHRhSr/#/match-summary,7.0,3.0,7.0,0.0,7.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-10-01
01.10. 16:45,Australia,Portugal,34,14,https://www.flashscore.com/match/j1gKxDpM/#/match-summary,5.0,2.0,3.0,2.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2023-10-01
30.09. 20:00,Scotland,Romania,84,0,https://www.flashscore.com/match/ChFWURRl/#/match-summary,12.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-30
30.09. 16:45,Fiji,Georgia,17,12,https://www.flashscore.com/match/CdZtr1DL/#/match-summary,2.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,2023-09-30
30.09. 14:00,Argentina,Chile,59,5,https://www.flashscore.com/match/fVHuosT3/#/match-summary,8.0,1.0,8.0,0.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2023-09-30
29.09. 20:00,New Zealand,Italy,96,17,https://www.flashscore.com/match/niFWM5qA/#/match-summary,14.0,2.0,14.0,2.0,14.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-09-29
28.09. 20:00,Japan,Samoa,28,22,https://www.flashscore.com/match/80GSNoU3/#/match-summary,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2023-09-28
27.09. 16:45,Uruguay,Namibia,36,26,https://www.flashscore.com/match/boZeyUlL/#/match-summary,5.0,2.0,4.0,2.0,5.0,2.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,2023-09-27
24.09. 20:00,Wales,Australia,40,6,https://www.flashscore.com/match/EwHOOREc/#/match-summary,3.0,0.0,2.0,0.0,3.0,0.0,6.0,2.0,7.0,2.0,1.0,0.0,1.0,0.0,2023-09-24
24.09. 16:45,Scotland,Tonga,45,17,https://www.flashscore.com/match/jcBlqLcG/#/match-summary,7.0,2.0,5.0,2.0,7.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-09-24
23.09. 20:00,South Africa,Ireland,8,13,https://www.flashscore.com/match/0zDKP7ai/#/match-summary,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2023-09-23
23.09. 16:45,England,Chile,71,0,https://www.flashscore.com/match/08IynNDc/#/match-summary,11.0,0.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-23
23.09. 13:00,Georgia,Portugal,18,18,https://www.flashscore.com/match/8x4FwgVF/#/match-summary,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2023-09-23
22.09. 16:45,Argentina,Samoa,19,10,https://www.flashscore.com/match/KvzY147p/#/match-summary,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,2023-09-22
21.09. 20:00,France,Namibia,96,0,https://www.flashscore.com/match/prVixAZE/#/match-summary,14.0,0.0,12.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-21
20.09. 16:45,Italy,Uruguay,38,17,https://www.flashscore.com/match/dUzvFsBh/#/match-summary,5.0,2.0,5.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2023-09-20
17.09. 20:00,England,Japan,34,12,https://www.flashscore.com/match/ldm66paT/#/match-summary,4.0,0.0,4.0,0.0,4.0,0.0,2.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,2023-09-17
17.09. 16:45,Australia,Fiji,15,22,https://www.flashscore.com/match/A5l27QqN/#/match-summary,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,7.0,0.0,0.0,0.0,0.0,2023-09-17
17.09. 14:00,South Africa,Romania,76,0,https://www.flashscore.com/match/fHKRV7Cr/#/match-summary,12.0,0.0,7.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-09-17
16.09. 20:00,Ireland,Tonga,59,16,https://www.flashscore.com/match/YLGqp1rA/#/match-summary,8.0,1.0,8.0,1.0,8.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,2023-09-16
16.09. 16:45,Wales,Portugal,28,8,https://www.flashscore.com/match/Uo5BvZF9/#/match-summary,4.0,1.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2023-09-16
16.09. 14:00,Samoa,Chile,43,10,https://www.flashscore.com/match/n5EXn3bi/#/match-summary,5.0,1.0,3.0,1.0,5.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2023-09-16
15.09. 20:00,New Zealand,Namibia,71,3,https://www.flashscore.com/match/2JumwjK8/#/match-summary,11.0,0.0,8.0,0.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-09-15
14.09. 20:00,France,Uruguay,27,12,https://www.flashscore.com/match/E5oZFNen/#/match-summary,3.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2023-09-14
10.09. 20:00,Wales,Fiji,32,26,https://www.flashscore.com/match/Stac86UG/#/match-summary,4.0,4.0,3.0,3.0,4.0,4.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2023-09-10
10.09. 16:45,South Africa,Scotland,18,3,https://www.flashscore.com/match/Eweg9nFA/#/match-summary,2.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2023-09-10
10.09. 12:00,Japan,Chile,42,12,https://www.flashscore.com/match/p0zkOJLj/#/match-summary,6.0,2.0,6.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-10
09.09. 20:00,England,Argentina,27,10,https://www.flashscore.com/match/tQdoB8pb/#/match-summary,0.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,8.0,2.0,3.0,0.0,3.0,0.0,2023-09-09
09.09. 17:00,Australia,Georgia,35,15,https://www.flashscore.com/match/Y5zwqsbF/#/match-summary,4.0,2.0,3.0,1.0,4.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2023-09-09
09.09. 14:30,Ireland,Romania,82,8,https://www.flashscore.com/match/h8Yazl4R/#/match-summary,12.0,1.0,11.0,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-09-09
09.09. 12:00,Italy,Namibia,52,8,https://www.flashscore.com/match/OStqvW42/#/match-summary,7.0,1.0,7.0,0.0,7.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2023-09-09
08.09. 20:15,France,New Zealand,27,13,https://www.flashscore.com/match/Ol2tClVi/#/match-summary,2.0,2.0,1.0,0.0,2.0,2.0,5.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,2023-09-08
21.09. 11:07,Fiji,Japan,41,17,https://www.flashscore.com/match/2Xnf6Rt3/#/match-summary,5.0,2.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,,,,,2024-09-21 00:00:00
21.09. 08:00,USA,Samoa,13,18,https://www.flashscore.com/match/Acj245BF/#/match-summary,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,2024-09-21 00:00:00
15.09. 07:05,Samoa,Japan,27,49,https://www.flashscore.com/match/jPTO0Qpk/#/match-summary,3.0,7.0,3.0,6.0,3.0,6.0,2.0,0.0,2.0,0.0,,,,,2024-09-15 00:00:00
14.09. 11:05,Fiji,USA,22,3,https://www.flashscore.com/match/6ihh6nNR/#/match-summary,3.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,,,,,2024-09-14 00:00:00
14.09. 08:00,Tonga,Canada,30,17,https://www.flashscore.com/match/bRlp88hF/#/match-summary,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,2024-09-14 00:00:00
07.09. 11:05,Japan,USA,41,24,https://www.flashscore.com/match/bsoUK49b/#/match-summary,5.0,3.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,1.0,,,,,2024-09-07 00:00:00
06.09. 04:00,Tonga,Fiji,19,50,https://www.flashscore.com/match/vwE34qPH/#/match-summary,3.0,7.0,2.0,6.0,3.0,7.0,0.0,1.0,0.0,1.0,,,,,2024-09-06 00:00:00
01.09. 02:00,USA,Canada,28,15,https://www.flashscore.com/match/QTnMMQvn/#/match-summary,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,2024-09-01 00:00:00
30.08. 05:00,Samoa,Tonga,43,17,https://www.flashscore.com/match/INPf65f5/#/match-summary,6.0,2.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,,,,,2024-08-30 00:00:00
25.08. 22:00,Canada,Japan,28,55,https://www.flashscore.com/match/n3HB2NgU/#/match-summary,4.0,8.0,4.0,6.0,4.0,6.0,0.0,1.0,0.0,1.0,,,,,2024-08-25 00:00:00
23.08. 07:00,Fiji,Samoa,42,16,https://www.flashscore.com/match/QF7m8RPh/#/match-summary,6.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,,,,,2024-08-23 00:00:00
24.11. 14:00,Georgia,Tonga,22,7,https://www.flashscore.com/match/E7foxQ4F/#/match-summary,3.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,,,,,2024-11-24 00:00:00
23.11. 20:10,Italy,New Zealand,11,29,https://www.flashscore.com/match/rT9QgYGl/#/match-summary,1.0,4.0,0.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,,,,,2024-11-23 00:00:00
23.11. 18:00,Scotland A,Chile,19,17,https://www.flashscore.com/match/UqOkrbsp/#/match-summary,3.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,,,,,2024-11-23 00:00:00
23.11. 17:40,Wales,South Africa,12,45,https://www.flashscore.com/match/d660BRnp/#/match-summary,2.0,7.0,1.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,,,,,2024-11-23 00:00:00
23.11. 16:00,Romania,Uruguay,21,23,https://www.flashscore.com/match/2ZwBktkA/#/match-summary,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,,,,,2024-11-23 00:00:00
23.11. 15:10,Ireland,Fiji,52,17,https://www.flashscore.com/match/4W9895Hd/#/match-summary,8.0,2.0,6.0,2.0,8.0,2.0,0.0,1.0,0.0,1.0,,,,,2024-11-23 00:00:00
23.11. 11:45,Spain,USA,23,26,https://www.flashscore.com/match/ULu3i2Kc/#/match-summary,3.0,4.0,1.0,3.0,1.0,3.0,2.0,0.0,2.0,0.0,,,,,2024-11-23 00:00:00
22.11. 20:10,France,Argentina,37,23,https://www.flashscore.com/match/SdHr2d98/#/match-summary,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,,,,,2024-11-22 00:00:00
17.11. 16:10,Wales,Australia,20,52,https://www.flashscore.com/match/KMn0Fe5F/#/match-summary,2.0,8.0,2.0,6.0,2.0,8.0,2.0,0.0,2.0,0.0,,,,,2024-11-17 00:00:00
17.11. 14:00,England A,Australia A,38,17,https://www.flashscore.com/match/EJYPV6aM/#/match-summary,6.0,2.0,4.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,,,,,2024-11-17 00:00:00
17.11. 13:40,Italy,Georgia,20,17,https://www.flashscore.com/match/xMPTGmPM/#/match-summary,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,2024-11-17 00:00:00
